Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0,0.43707390265816065,3.0389695000008367e-23,7.972723016973535e-25,9.242820964703339e-13,1.4136155813627882,-3.449351079101031e-24
0.0028409609582761126,0.4370674833049724,0.004015984978261132,7.874376816218516e-25,-0.0045189772219123864,1.4135715495524837,-3.474043652904889e-24
0.005446089498260111,0.4370503148331457,0.007698383246222209,7.783581565655888e-25,-0.008661136415890967,1.413453793341693,-3.4964129633678375e-24
0.008053647165297844,0.43702232822831244,0.011383811372546597,7.692121554881338e-25,-0.012803965013991898,1.4132618565600452,-3.518536506086649e-24
0.010663921226273012,0.4369834987540109,0.015072480752001299,7.5999920139365855e-25,-0.016946381831390963,1.412995597657527,-3.540411574892174e-24
0.01327719325224545,0.43693380105791274,0.018764593568353808,7.507188277228325e-25,-0.021087289141996594,1.4126548818242146,-3.5620354006594705e-24
0.015893735629539104,0.4368732094118814,0.022460337765071114,7.413705919679354e-25,-0.025225566919502514,1.4122395826897114,-3.583405125751144e-24
0.018513831734569212,0.4368016973476221,0.02615991544043077,7.319540044204427e-25,-0.029360104516558305,1.4117495798719732,-3.604517970392156e-24
0.021137762710441734,0.4367192379142776,0.029863524054099384,7.224685754478441e-25,-0.03348977941151335,1.4111847607829584,-3.625371122312866e-24
0.02376580854281222,0.43662580373014703,0.033571357842576026,7.129138123204008e-25,-0.03761345867339928,1.410545021014098,-3.645961746435107e-24
0.026398254916844714,0.43652136677040126,0.03728361738368052,7.032891947105723e-25,-0.04173000945014732,1.4098302629064925,-3.666287038287497e-24
0.02903538513387457,0.436405898674472,0.04100049807924034,6.935942044452376e-25,-0.04583828600114682,1.4090403976712103,-3.686344160020532e-24
0.03167748553982094,0.4362793705822753,0.04472219770118327,6.838283061716525e-25,-0.04993713794295039,1.4081753442745806,-3.706130282506416e-24
0.034324840549424224,0.436141753403087,0.048448909269625966,6.739909661476343e-25,-0.054025402267531095,1.4072350312736965,-3.725642547670261e-24
0.036977737207370825,0.43599301765658105,0.05218082736994934,6.640816359110719e-25,-0.05810191020876597,1.4062193957154592,-3.744878103047639e-24
0.039636464879490456,0.43583313350912406,0.05591814760056864,6.540997537589619e-25,-0.06216548649264571,1.4051283833619352,-3.763834098749032e-24
