"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"678","4.3707390265816065E-1","3.0389695000008367E-23","7.9727230169735352E-25","9.2428209647033387E-13","1.4136155813627882E+0","-3.4493510791010308E-24","2.6348675325522999E+0","6.0913709796205415E+0","2.7000938777064693E+1","1.0000000000498299E+0","1.215058560962404E-2"
